TSNE1,TSNE2,default
-15.400287842715173,9.809705126475045,0
12.874925013438975,9.100129795739749,0
5.3963351838320115,-0.2599190126073723,0
9.591038751574477,-18.58126486193953,0
-7.138468810531862,-24.439154921307697,0
23.871644933182093,0.1704272818832597,0
-9.292966712609676,-16.652161503427255,0
21.10045542353707,-16.084107599793256,0
3.98903737318711,-13.704458377817016,0
-18.48310886376791,16.63216887959311,0
3.1164706339619173,13.433029389641469,0
-11.415654566623243,24.58724425159529,0
13.000553254936683,20.720112780918583,0
-14.289854486200834,-20.58760392980853,1
-6.003948495996827,-30.337673562875132,0
-0.8866030229035141,-17.58471163763917,0
22.135582899083975,10.702349073826339,0
-20.663117770942687,17.04997112358695,0
28.947744496702043,-18.081970467771715,0
-12.537990683636362,-29.006306153352533,1
24.573719612490475,-18.991947934586516,0
6.696074102493603,-6.100656690778815,0
-12.34740915428375,-8.558015335791309,0
17.153116878615442,7.151708980171312,0
20.058603507219075,12.606578353417387,0
0.16546503501806287,-33.20415015348828,1
-30.410806497642575,12.296464348659251,1
29.68190566062913,-15.290371802043682,1
4.012486446820426,-6.403566596493404,0
-20.832854204147555,7.176929229782734,0
3.6150758475584284,-15.471559742132305,0
-7.326126683053999,-15.857870094496109,0
-11.446271756087702,-8.568692188469756,0
5.068439839271795,-30.683613626214388,1
9.087642631209626,-1.5636273596562598,0
20.0266501003942,20.39699703737616,0
18.92305256398388,22.16103802768374,0
11.318049084835371,25.613103728930923,0
-24.68703894173954,1.1426153998253996,0
-8.42254705787499,14.333762699474445,0
-20.415039279077337,-19.774944066357847,0
-28.617998138010037,-17.44860358485577,0
12.352221707913076,9.259978341789616,0
-4.245941886869168,10.431181504160488,0
24.90747982301246,0.9365002145950694,0
22.741145457907507,-6.714197518028779,0
-0.8671667691679832,26.42966858773035,0
23.885852260080433,2.127114229701629,0
-10.664772394428104,17.137922072787067,0
-19.416315880620612,-0.7813120613128478,0
17.122891515820495,-11.192463252543527,0
19.393425856721603,23.83613178690553,0
-0.8467084284287157,-16.29019883990995,0
12.611309084382194,-8.281923217887012,0
-6.895263460165509,-31.331923501331122,0
8.714546360511138,-12.372744685759509,0
-3.683206795565139,7.929904696726037,0
30.791831449728043,-11.412996560668631,0
-35.186228689809845,-0.7487734717570431,0
-6.078625041235631,19.55833265539464,0
19.00656652728145,10.847028534788443,0
-7.122921273384154,1.7246233432116607,0
-1.2004374756927467,-5.797005785701372,0
20.166670387793946,-11.916436450814194,0
-18.352235994900127,-15.100016434417823,0
4.671298469614597,-24.55818285145576,0
-2.8151525932764447,16.90309301739662,0
-4.403284239828062,-7.2401843500213,0
-6.661293248710457,-21.60208369817324,0
-25.378204000772104,-3.190850883168586,0
-21.87675705515729,-19.545822604175868,0
11.14721711532848,14.125014507281206,0
4.911486234769388,18.05788115771285,0
-13.591104503626468,-22.480841133485054,0
21.61376842820313,17.15721046325243,0
-11.749542490667757,-20.154314505708207,0
22.176650872920852,-19.109785414890013,0
3.960168791442491,1.5696765508028185,0
8.354824414996598,-1.3909577564488904,0
18.2059150808722,22.075504942432946,0
-21.07118453465266,-18.23586810285296,0
-24.53721954891812,15.66340763279638,0
16.92050353781388,-25.89718583022657,0
-24.248884731380475,18.72130987444601,0
-7.353946591915689,-27.636364106767548,0
-7.839329881287749,-14.128042291242673,0
3.553062564846618,29.67423496614039,0
25.036413066085284,-10.089249490716837,0
-7.718804101230096,20.65605490577983,0
5.467990302902624,5.328724007378565,0
22.216940485602475,-7.852723389741515,0
1.4559104367651579,4.138550887234928,0
4.014274509783864,-1.0712646785825068,0
-5.68634526196377,-15.489311409246977,1
-16.62993394171125,8.47470892016331,0
9.741874350036431,-6.9217010126580885,0
-6.264089612874967,19.307873959726546,0
-11.58784152970941,1.5641053738773734,0
-20.21600498499088,-18.44848235146065,0
2.9027958198767316,-3.5233667422082253,0
14.331254831604832,-8.784406752625852,0
-8.587198244699845,14.333282009730604,0
14.495021334523127,-10.593799405161658,0
-13.369525608649997,9.387514238351471,0
-17.861498493594077,-3.0067749954118286,0
-4.9364590949494875,7.264074767972941,1
18.885476596882064,-19.096688390349726,1
4.881585809927191,-29.610728126782277,0
16.424336228661463,26.184652172923734,1
21.4590632606978,-21.358332166510493,0
-9.553311789137474,-3.94851607093814,0
-3.2517541428500527,32.13219713399774,0
15.161270191417316,-11.562163330238302,0
3.426172824397005,2.321377365516719,0
4.007558384321854,-16.691748219535334,0
-12.517102163220594,21.750178314838895,0
26.273193718222217,17.633792650434014,0
-4.247267993470651,-30.59749722625738,0
21.103785329679653,17.491133697318347,0
-11.811941443856805,-23.160652224586034,0
12.810760317592232,-0.9866715352866163,0
11.7740925347161,-10.100358508116043,0
16.5418434765986,22.68447052406176,0
-3.3763714257160222,11.389327460232732,0
33.95437945928383,-1.3010583174546118,0
3.7379517009884826,-0.9306534859503677,1
1.1261847639157279,-12.301653772917257,0
-15.401119676249174,-20.560807419543007,1
3.874648654505717,-1.3723257178797044,0
-26.675474232905152,2.3135485240309994,0
9.781121437871128,8.072548503114914,0
14.126347708603484,-22.929363739906215,0
11.023542842711072,-9.243399650496027,0
6.329636927232778,-11.37694434659324,0
7.030837427598851,22.26897373482757,0
5.381068121540295,-30.614870265198807,0
24.62175587771831,-6.588328437878293,0
-8.643862341835106,28.445613391790395,0
19.174166787712892,1.6332827200635123,0
16.404432505951323,15.009893441415393,0
11.817063904335265,-15.541052400440345,1
29.564090580669678,11.842998740024536,0
-6.774065844800867,-3.8373088537587274,0
4.207789444030708,16.726436872088556,0
21.39246639473975,19.2996573637187,0
-30.069578675756347,17.485653263834635,0
-27.652782365871314,-14.668085630672216,0
17.82725372444406,5.79158284875337,0
2.204207677159736,18.956892260064194,0
3.6997321711053406,-17.7682295392714,1
5.174213985904902,-3.5265753985357495,0
6.940973994656384,-0.42931908459880425,0
18.179695153951403,-28.99130777803348,0
8.771356983399556,13.170130954492443,0
0.45866968831963806,-10.647779322563942,0
-12.262110273919202,-4.866984506966994,0
-25.15855675512235,17.532957640938484,0
26.7891454228247,-17.963219915686956,1
-18.244503263473113,-1.806342625432581,0
-0.6115082311598617,-11.092274228215897,0
1.3641156952030737,-26.01471156472684,1
2.7362525803849547,-0.6447080866847601,0
-18.01754525670831,29.662434280309075,0
-3.273712935608602,12.814881721839612,0
-13.875840039123021,12.030239120164092,0
21.341036962783235,-1.9899390846946206,0
19.65937828754623,14.677984054551782,0
-12.750975426158652,-11.293022105518377,0
1.9943724054006642,-34.37036470411505,0
-18.737123297990816,26.069626836266167,1
-13.171694961771703,-25.885993620208353,0
16.448670492784515,25.532169051099903,0
-22.01486151548722,6.975184853328226,0
10.266561913593886,-17.031987869014518,0
-3.630887704486297,-25.037363377407495,0
-0.625199555147854,22.444435632255384,0
-0.7109893063169987,-32.757405668180866,0
20.819784661960675,-26.500219832899994,0
3.5041308981798074,-12.705563410306068,0
-21.70518262058731,-12.918480015530383,0
-14.072258849029259,-5.696751903913055,0
-5.403350476509209,-26.010622011595068,0
-3.04591688152643,32.44170113708676,0
10.016864183476748,10.087427555332745,0
-8.539522322187775,11.366846972100547,0
8.64466970905992,-9.815485801738916,0
-24.65369262565546,5.072617870684995,1
19.270808010074386,26.823716574323058,0
-25.724972067544382,18.72350496991741,0
7.540197561836571,-1.6561673713917833,0
-0.7708751720823884,25.819363623200527,0
-16.119177450174746,11.080284795053394,0
16.294863733977387,-20.958822666620254,0
-7.353661303342609,-28.70706035362164,0
24.839122531439223,16.043235054617156,0
34.50282830344924,7.425486217014807,0
4.097004511032044,17.043796330843666,0
12.596272447792396,-16.789052133546313,0
6.837023754981361,-8.947907638800187,0
33.85665806593696,7.196703796163912,0
-3.554847051108886,-1.8826854097658678,0
-1.8752041367989287,-14.181248470181766,0
15.242746033661913,-2.5624153337849607,0
-18.29517819836432,-22.570552960861974,0
6.105704465868803,15.122695831462416,0
30.056966621938027,-9.292089903756466,1
-10.510371706491721,-11.164888590680864,0
1.464056025173759,11.474873296160746,0
-35.7386877078583,-0.3132392495022512,0
12.68409514551297,-11.997328995179657,0
1.1283945651861522,17.997966236268574,0
0.7751343190718429,21.284293864796652,0
12.00316789304376,7.741707500353425,0
-30.907980848858426,-5.040741106447788,0
12.305093265114854,-14.403759529322677,0
28.50840714089298,5.208824365201455,0
-14.534378548699626,-1.83031135148292,1
13.287141459849208,21.61759841026103,0
29.068571065109044,-7.36182014775626,0
-25.824880034485965,16.502105734197066,0
-21.08169678014529,20.417153529881006,0
6.907080471475656,-8.295146786324178,0
-4.886323900216324,-9.693455561063438,0
-6.335259239230838,-27.34315806130679,0
11.017956702470858,15.824746966389341,0
-10.225074043243659,20.868563411065075,0
-7.938581586968682,6.829278659318128,0
-16.825997610368038,-0.9360089452026126,0
-8.631343994312788,18.870460977636522,0
2.153265748648107,-6.229122768441665,0
-8.45756036431961,10.44439034289823,0
25.967667409963493,-16.87401775691512,0
2.703389187650902,-19.232729314430873,0
11.446143091585151,-19.509447455067924,0
-5.40893417591507,-20.608034123136793,0
-27.33402130984949,12.20461467673387,0
14.396167074675803,-19.86122472840984,0
14.182817239607838,-1.0948519499995417,0
-17.015820017641257,21.955084384995704,1
-7.89293654423621,12.71975270226485,0
